,NaturalPersonID,ProductName,CreditSum,TypeOfWork,Employment,SignIP,sex,age,EducationStatus,otrasl_rabotodatelya,kolichestvo_rabotnikov_v_organizacii,OrgStanding_N,kolichestvo_detej_mladshe_18,LivingRegionName,Residence,IncomeDocumentKind,HaveSalaryCard,IsBankWorker,harakteristika_tekutschego_trudoustrojstva,ConfirmedMonthlyIncome (Target),month,day,year
6873,20EC51E7-261D-4436-9B87-EF8482ACB937,1,800000.0,0,2,0,2,53,5,1,3,2.666666,0,15,1,0,0,0,2,50304.39,8,22,2018
6874,A9B705C6-15CA-4269-B482-ADCCEE4B5BA5,1,91000.0,0,1,0,1,44,6,1,2,5.0,0,44,1,1,1,0,2,35784.12,9,5,2018
6875,C3A77980-CAEF-4173-9F6B-D9DE486AF9FC,1,96750.0,0,1,0,2,29,3,8,4,8.0,2,43,2,0,0,0,2,43270.64,8,17,2018
6876,AFF12BE1-2C78-45A0-BA84-7B128836CFD0,1,357700.0,0,1,0,2,33,5,18,3,1.833333,1,44,1,0,0,0,2,24287.86,8,28,2018
6877,FC5E8D4C-19F3-4341-8F84-38D8DA7EDB55,2,350000.0,0,1,0,1,39,4,23,1,1.333333,0,38,2,0,0,0,2,98000.0,12,13,2018
6878,77A79306-3515-4960-B2DD-1C3A3D0C6798,1,562500.0,0,1,0,2,57,5,18,2,2.75,0,26,2,0,0,0,2,35134.4,8,21,2018
6879,20DF7992-2602-4304-8EE9-D9F7EE2377AD,1,267728.0,0,1,0,1,59,5,13,2,4.0,0,11,2,0,0,0,2,10614.49,9,4,2018
6880,331D5DB7-189E-4ADD-9E3E-C1CB241D167C,1,562500.0,0,2,0,2,46,3,2,2,10.0,0,39,1,0,0,0,2,48641.96,8,20,2018
6881,B3373351-3A9E-4B32-8A8E-012B3D8579E2,1,700000.0,0,2,0,1,39,5,28,4,1.083333,0,26,2,1,0,1,2,69340.11,8,30,2018
6882,61C60630-42D5-4DB3-AF2F-E3AEE262C404,1,675000.0,0,2,0,2,32,5,13,2,3.583333,0,43,2,0,0,0,2,32207.25,8,14,2018
6883,F2142C60-9012-43B8-A621-9737D274086B,1,700000.0,0,1,0,1,46,3,2,4,26.833333,0,19,1,0,0,0,2,25873.38,8,10,2018
6884,F8C87ACF-EEBC-4C40-BEFB-67FC9C412F18,1,104000.0,0,1,0,2,29,2,29,4,10.0,0,42,1,1,1,0,2,33580.0,8,17,2018
6885,2E148E96-AADA-4AE0-9B04-2586D72C8F46,1,503000.0,0,2,0,1,54,5,28,4,11.083333,0,15,1,1,0,1,2,101440.69,8,22,2018
6886,89123A80-EEB0-4D74-9F4C-89C92E344A5D,1,503000.0,0,1,0,1,48,5,13,1,28.5,0,25,1,1,1,0,2,26995.93,8,31,2018
6887,43B42D55-220E-4E66-B13E-60F8E8CFE869,1,50000.0,0,2,0,2,35,5,1,1,8.0,2,15,1,1,1,0,2,42204.8,8,28,2018
6888,CAA7AF3E-8FD3-4932-861F-ED365E4930CD,1,221000.0,0,1,0,2,24,3,23,4,0.833333,0,13,2,0,0,0,2,21671.45,8,29,2018
6889,128DE250-FB04-40BF-9680-AAC734DD42FD,1,1317506.65,0,2,0,1,36,3,18,2,1.583333,1,18,2,0,0,0,2,83179.02,8,29,2018
6890,96A20E6C-9E40-4526-870C-8544C4D67650,1,199000.0,0,1,0,1,33,5,2,2,7.0,2,27,2,1,1,0,2,60678.06,8,15,2018
6891,DF52ECCD-283D-4EA6-AAF7-9F8B74D82D2E,1,50000.0,0,1,0,1,53,2,22,1,14.0,0,6,2,1,1,0,2,21901.99,8,22,2018
6892,028090DE-9204-4364-A524-D9EEDF5B808A,1,843734.81,0,1,0,1,33,5,1,3,14.0,2,13,2,0,0,0,2,43079.04,8,13,2018
6893,1CC34BE6-FB20-411E-B87B-3CA09E8FFBF5,1,600000.0,0,4,0,1,40,5,24,3,6.0,2,14,1,1,1,0,2,43372.64,8,17,2018
6895,38897504-3AE0-472F-A81A-8D2F602E29DC,1,410000.0,0,2,0,1,47,3,2,3,14.833333,0,23,1,1,1,0,2,25770.01,8,15,2018
6896,A19507E1-D211-4FE2-94A1-A2310896494E,1,1000000.0,0,2,0,1,38,5,18,3,3.333333,1,15,2,0,0,0,2,82650.0,9,4,2018
6897,AC1FF473-CA9C-4789-84D3-A2AC30697AFF,1,148350.0,0,1,0,1,38,3,18,1,0.666666,2,13,2,0,0,0,2,95700.0,8,17,2018
6898,A7FB7332-7C53-46F9-9D45-E8B8D9D247F0,1,164454.0,0,1,0,2,21,3,8,4,1.083333,0,12,1,0,0,0,2,17316.67,9,3,2018
6899,1B1A5C09-E094-4965-BDB8-B4424A79154E,1,203000.0,0,4,0,1,41,5,1,1,12.0,0,15,1,1,1,0,2,17386.04,8,17,2018
6900,DF7EEB68-9DD6-469E-92C2-4923047F012A,2,50000.0,0,1,0,2,37,3,21,4,5.166666,2,2,1,1,1,0,2,12816.41,11,21,2018
6901,4B064D94-26B0-41A4-AB4A-CDAA961B37E3,1,300000.0,0,1,0,2,33,3,21,4,1.25,2,2,1,0,1,0,2,47376.99,9,6,2018
6902,C576D2DF-7423-461F-9D2A-C9AEFA6B38EB,1,787500.0,0,1,0,2,50,5,2,3,17.0,1,1,1,1,1,0,2,80815.37,8,24,2018
6903,AEF5581F-3AE7-4733-A369-0683B325BEAF,1,500000.0,0,2,0,1,42,5,28,4,0.5,0,15,2,1,0,1,2,44980.92,8,23,2018
6904,E75CA950-5248-4383-8DE7-BAD7F15A4096,1,509450.0,0,1,0,2,32,5,18,3,1.666666,0,25,1,1,1,0,2,48316.33,8,14,2018
6905,35845A37-5919-4570-AEC9-F3ABB6AB6E84,1,67725.0,0,1,0,1,30,5,18,4,6.0,1,27,2,0,0,0,2,24826.97,8,16,2018
6906,1654C5AD-1F10-493B-BD55-EFF6C848B816,1,307921.69,3,3,1,2,38,5,18,1,11.333333,2,42,2,3,0,0,2,87000.0,10,24,2018
6907,2893E08B-D802-4FEC-89BD-7AB133E40A47,1,565875.0,0,1,0,2,54,5,18,4,13.0,0,25,2,1,1,0,2,54232.29,8,15,2018
6908,BBF6C6EC-BE5F-48F8-B8E7-75D86D188F64,1,110725.0,0,4,0,1,39,5,1,3,8.0,2,15,1,1,1,0,2,35470.0,9,7,2018
6909,19FD3A73-C59B-4495-814D-A26F686A3AC5,1,200000.0,0,1,0,2,22,5,2,4,1.916666,0,41,1,0,0,0,2,24846.25,9,4,2018
6910,91950014-529B-4423-8486-9AD9B0199B96,1,500000.0,0,3,0,2,32,5,2,1,5.5,0,14,2,3,1,0,2,52200.0,8,10,2018
6911,F430597E-E10B-4485-A489-4580646728D6,1,281250.0,0,1,0,1,43,5,13,2,5.0,2,25,2,1,1,0,2,55487.12,8,13,2018
6912,542A171F-C612-485A-9013-AC6728F8A062,1,330000.0,0,1,0,1,34,5,16,4,10.083333,1,14,1,0,0,0,2,28630.82,8,25,2018
6913,B3AFCD72-26EF-4D1B-907F-3DCF4D47E01C,1,601500.0,0,1,0,1,52,3,2,3,32.0,0,25,1,1,1,0,2,25084.48,8,20,2018
6914,D835F2E9-41DE-4084-B9AF-4F864F02BB89,1,150000.0,0,3,0,2,33,5,28,4,0.5,1,27,2,1,0,1,2,51821.84,9,5,2018
6915,0ADAF9FB-1534-4203-B741-17442CA67887,1,500000.0,0,1,0,1,43,5,1,4,12.0,0,43,2,0,0,0,2,38116.36,9,3,2018
6916,814D9943-6609-4DEC-8505-0703152D0DBB,1,500000.0,0,1,0,1,55,3,18,3,2.0,0,37,1,0,0,0,2,16536.99,8,13,2018
6917,D056CF3A-812D-4373-8188-1CE1058415A2,1,500000.0,0,1,0,1,40,3,17,2,7.416666,1,44,1,1,1,0,2,15573.52,9,7,2018
6918,11DB5B72-2865-4716-AAF9-B5C8560ECD7B,1,703591.03,0,1,0,2,48,3,23,1,13.666666,0,25,2,0,0,0,2,40527.5,8,23,2018
6919,4D5F3C17-EAE0-4FB6-924F-614649BF2028,1,666500.0,0,1,0,2,51,3,0,2,12.666666,0,41,1,1,1,0,2,41286.5,8,23,2018
6920,266E46A8-6D99-4873-AF61-BDF9DC63ABC4,1,900000.0,0,2,0,2,47,5,12,4,7.0,1,6,2,1,1,0,2,124555.83,8,24,2018
6921,C5A8FA29-6374-4BB8-8AAC-0572D688A109,1,1000000.0,0,3,0,2,36,5,8,4,1.916666,7,33,2,0,0,0,2,127609.58,8,14,2018
6922,258C4076-7238-4B5C-AFCB-62B93387726F,1,770000.0,0,2,0,2,42,5,18,4,25.0,2,25,2,1,1,0,2,102258.42,8,28,2018
6923,A027BC45-D035-48F1-A649-9FB93698A34D,1,659450.0,0,2,0,1,35,5,2,3,8.25,1,15,2,1,1,0,2,37211.94,8,10,2018
6924,D173955A-1467-4050-870A-44B28407D115,1,305000.0,0,1,0,1,54,5,18,1,12.0,0,0,2,1,1,0,2,21013.0,9,7,2018
6925,35DED5CD-FCE6-47F4-9B27-05FC79D6070E,1,359112.25,0,1,0,2,30,4,30,4,10.0,3,25,1,1,1,0,2,50085.38,8,17,2018
6926,C7753B46-C50A-4888-BE54-6EE864B1B7F8,1,350000.0,0,1,0,2,30,5,18,2,2.75,2,25,2,0,0,0,2,79440.05,8,28,2018
6927,C59E1231-341D-489A-B88E-2EB4771BBE75,2,31000.0,0,4,0,1,47,3,24,4,16.0,0,15,2,1,1,0,2,30865.2,8,15,2018
6928,DFB6CFEA-C5CB-46EB-8538-B34D73761CC7,1,85248.0,0,1,0,2,25,3,18,4,1.666666,0,27,2,0,0,0,2,34514.27,9,1,2018
6929,D04BC68D-24E7-4BF2-BD1F-A8E9D3E52F9A,1,500000.0,0,1,0,2,54,5,18,4,3.5,0,44,1,0,0,0,2,41539.88,8,27,2018
6930,1F317DEC-ACB4-4F0E-81A0-94CD7F6DB8F7,1,555810.87,0,2,0,2,34,7,23,4,1.083333,0,36,2,3,0,0,2,69600.0,8,15,2018
6931,85BE45BC-34B3-4785-B1C5-488F7529AF34,1,54436.0,0,1,0,1,29,5,18,4,4.0,1,15,2,0,0,0,2,44121.6,8,29,2018
6932,ECDE1737-2245-4BFC-BEA0-4D1AE2CFAF85,1,576000.0,0,1,0,1,38,3,23,2,2.416666,2,15,2,0,0,0,2,48140.0,9,4,2018
6933,003CA4FE-EF12-454B-806B-24BF6DF19514,1,312848.46,0,1,0,1,43,3,2,1,4.5,0,13,2,3,0,0,2,23860.5,8,27,2018
6934,655AF65D-6370-49FA-A9BA-A3E801A3C4F6,1,250000.0,0,1,0,1,21,3,2,4,1.25,0,15,2,1,1,0,2,22865.92,9,6,2018
6935,41479055-16E0-4645-B168-88CF0D8462B5,1,508000.0,0,1,0,2,30,3,12,2,6.083333,0,34,2,0,0,0,2,57842.06,8,27,2018
6937,32C071D1-EA8A-453B-B3AB-DD247F768336,1,300000.0,0,1,0,1,44,5,18,1,0.5,1,10,2,0,1,0,2,26152.49,10,16,2018
6938,44312F12-AF25-485C-A605-4C6F9A9A02EB,1,105000.0,0,1,0,2,35,5,8,4,5.0,0,44,1,0,0,0,2,12332.11,8,28,2018
6939,04EAE8CB-3826-4F95-AD46-CC1A21271A7D,1,1000000.0,0,1,0,2,34,5,30,4,11.0,1,15,2,1,1,0,2,70748.57,8,24,2018
6940,86009525-B6ED-418E-9347-AD68A07FF705,1,560000.0,0,1,0,2,32,3,9,4,0.666666,0,14,2,1,1,0,2,43836.25,8,20,2018
6941,ED8E1E7C-B092-4170-A003-D9941213FCF5,1,509450.0,0,1,0,2,28,3,29,4,10.0,0,27,2,0,0,0,2,50141.49,8,29,2018
6942,820C7513-FCC1-4D68-B8C1-46BEB8F27A19,1,456750.0,0,1,0,1,41,5,23,1,11.5,1,1,1,3,0,0,2,25230.0,9,4,2018
6943,83B6FC7F-5FB3-451A-B58E-A983B07E3338,1,547550.0,0,1,0,2,33,5,18,2,0.416666,1,1,1,1,1,0,2,41802.8,8,23,2018
6944,779AAAF2-732B-44ED-BCE8-4941506F7A7B,1,600000.0,0,1,0,1,37,5,21,3,0.25,1,7,1,1,1,0,2,31982.79,8,22,2018
6945,C665C3F8-BEBB-479E-9641-09C755863AB1,1,500000.0,0,1,0,1,29,5,28,4,3.25,0,35,2,1,0,1,2,40382.59,9,6,2018
6946,943DE8EE-C304-4590-8B9F-971FDA3877F8,1,91375.0,0,1,0,2,45,5,18,4,0.75,1,42,2,0,0,0,2,12319.5,8,15,2018
6947,79455550-62C0-4222-ADF7-8C65BD7E5355,1,200000.0,0,1,0,2,24,3,18,4,2.5,0,27,2,0,0,0,2,28853.29,8,17,2018
6948,4D2F87B3-FEB1-4174-A599-DF39241B8466,1,700000.0,0,3,0,2,34,5,1,3,10.0,2,15,2,0,0,0,2,87159.0,8,27,2018
6949,146A2D0E-0D2B-435E-A20A-4A3A1A6E2847,1,914450.0,0,1,0,1,29,5,2,4,7.166666,0,15,2,1,1,0,2,38417.54,8,28,2018
6950,4C592D09-0413-4CBC-960F-E887930DA1CF,1,316224.45,0,2,0,1,36,6,0,1,1.25,0,26,2,3,1,0,2,65000.0,8,17,2018
6951,F41C1A8F-FB38-440F-9508-69BF21CA1B17,1,558000.0,0,3,0,2,35,5,28,4,10.0,1,15,2,1,0,1,2,125420.83,9,5,2018
6952,9306E7D7-800B-41AB-83CD-E997D12A6F85,1,346178.07,0,1,0,1,25,5,1,4,0.916666,0,11,1,0,0,0,2,38268.19,8,14,2018
6953,5B0809AC-4D9E-485D-BF57-C9C08D3FF7B6,1,822500.0,0,2,0,2,36,5,4,2,8.416666,2,13,2,0,0,0,2,95700.0,8,23,2018
6954,6ED5E12C-1659-4D17-B0DD-3D2EFCD2C301,1,352500.0,0,2,0,2,27,3,23,1,1.166666,0,42,2,3,0,0,2,48720.0,8,20,2018
6955,28612ACC-B31B-4933-B56C-EA85BAF236FD,1,450000.0,0,1,0,1,30,5,30,4,0.916666,0,36,2,0,0,0,2,34644.1,8,20,2018
6956,EFEB09D3-3251-456F-8C23-55FEF15D89C3,1,540000.0,0,1,0,1,47,3,2,3,26.0,1,25,2,1,1,0,2,28118.43,8,28,2018
6957,4F47CEC4-C213-4E41-A842-AF0AE0F3B9C7,1,752500.0,0,1,0,1,54,3,2,3,35.0,0,23,1,1,1,0,2,34757.0,8,31,2018
6958,C6780198-B2F5-4357-8355-73F837E96B8A,2,5000.0,0,4,0,2,42,5,1,2,10.666666,1,31,1,0,0,0,2,39551.97,12,26,2018
6959,4EC3E596-5BC3-4040-AC30-8DC92758051B,1,220000.0,0,2,0,1,47,5,23,4,6.0,0,31,2,0,0,0,2,103073.53,8,28,2018
6960,FC4E6F5C-884F-4E95-B718-8F63BA2008AF,1,898208.56,0,1,0,2,31,3,8,2,1.083333,3,36,1,3,0,0,2,69600.0,8,31,2018
6961,22448F99-E696-40A4-A03D-FBC59714C54C,1,990000.0,0,1,0,2,35,5,17,3,8.916666,2,13,2,0,0,0,2,34192.83,10,30,2018
6962,432EE9F9-0E7E-4610-9CCF-5A6585C97E98,2,100000.0,0,1,0,1,35,5,18,4,13.5,1,44,1,1,1,0,2,40615.13,11,21,2018
6964,A55C28A4-7CCC-43EB-A932-7592280B1BE9,2,31000.0,0,1,0,1,48,5,16,4,2.0,0,10,2,1,1,0,2,27103.01,12,21,2018
6965,B05F9917-6D18-46E8-A07F-FA07DFF0C79E,1,1150000.0,0,1,0,1,33,5,2,3,8.25,0,26,2,0,0,0,2,34890.0,8,31,2018
6966,A5D24AFF-DA4D-45A6-BB97-613EC4521336,2,100000.0,0,1,0,1,39,3,18,3,4.333333,2,30,2,1,1,0,2,32040.96,10,31,2018
6968,02D4D7B8-A842-4DC4-B807-B6D708025E90,1,3200000.0,0,2,0,2,39,5,4,3,2.416666,3,36,2,0,1,0,2,148354.18,8,13,2018
6969,60F83109-79BC-4636-9771-4918EDB2367A,1,544790.0,0,1,0,1,61,5,18,1,8.0,0,27,2,1,1,0,2,21814.84,8,27,2018
6970,660F9380-94B0-4BC0-B471-6DC80D44CEB6,2,50000.0,0,1,0,1,21,3,18,1,1.0,1,32,2,3,0,0,2,24490.0,12,29,2018
6971,9D854F5B-2289-4C0B-9DCA-CBBFADB2A58C,2,31000.0,0,2,0,2,45,5,23,1,1.416666,1,17,2,3,0,0,2,151053.0,12,18,2018
6972,EA39D9D3-6680-4E1B-AF70-8B47CAA42C48,2,31000.0,0,1,0,1,25,5,28,4,2.0,1,11,2,1,0,1,2,24246.22,11,14,2018
6973,D4879471-EFC4-47F6-BE47-F50DD811D50A,2,31000.0,0,1,0,1,22,3,28,4,2.25,0,43,2,1,0,1,2,36703.83,11,14,2018
6974,7B67A6D1-63AD-42E4-B670-FCF6B93DBCC4,1,203000.0,0,2,0,2,28,6,1,4,5.5,2,15,2,1,1,0,2,43326.08,9,28,2018
6975,CBBF3834-30F8-40F9-866C-0D61C2FE4633,2,70000.0,0,1,0,2,28,3,18,1,6.083333,0,38,2,3,0,0,2,39150.0,11,1,2018
6976,12C54277-CF11-493D-9499-C96B896DD724,1,393750.0,0,1,0,2,29,5,24,4,0.5,2,41,1,0,0,0,2,25446.13,12,19,2018
6978,5C6C7618-23D8-4074-A699-55B9D7A8A472,1,608000.0,0,2,0,1,41,5,1,1,15.0,0,30,2,1,1,0,2,38120.53,8,31,2018
6979,383AEEB9-4AB8-41EA-B90C-88F098F48182,1,249678.0,0,1,0,2,43,2,11,2,0.916666,1,10,2,0,0,0,2,39771.56,9,25,2018
6980,45642511-AE62-44F4-B897-D34AB1CCE66A,2,70000.0,0,1,0,1,47,5,1,2,1.0,0,17,2,0,0,0,2,33846.0,11,22,2018
6981,11A2A481-A907-4612-8A70-B7E9C8774D70,2,300000.0,0,2,0,1,42,5,18,1,1.0,0,43,2,0,0,0,2,52134.27,11,12,2018
6983,22950304-F6EE-4202-AE14-3AF761597B3E,1,457914.02,0,2,0,1,27,5,28,2,4.5,0,15,2,0,0,0,2,53218.91,10,26,2018
6984,7341F1EB-BE89-4131-A653-E56271A0F73A,2,31000.0,0,4,0,1,44,5,28,4,14.416666,2,15,1,1,0,1,2,26868.97,11,20,2018
6985,710925C6-F70A-4321-882A-84727A9DDFDC,1,1175000.0,1,1,0,1,52,3,2,4,0.666666,0,39,2,0,0,0,2,28374.74,1,22,2018
6986,7D508BC3-A031-4409-9F10-865ADE617E1E,1,426935.78,1,1,0,2,35,3,24,4,6.0,2,32,2,0,0,0,2,41776.62,1,16,2018
6987,5FB2167D-DFFE-42DC-8335-6E6FDDD8A6D3,1,225000.0,1,1,0,1,51,3,2,4,22.0,0,15,2,1,1,0,2,23749.04,12,4,2017
6988,41B6C755-27E0-42EA-AAE1-76E3C8E15954,1,487499.0,1,1,0,2,27,5,24,4,2.0,1,1,2,0,0,0,2,36403.98,12,28,2017
6989,7ADAB1AD-1EE7-4A05-8166-A39703E6FAA8,1,300000.0,1,1,0,1,51,5,18,1,3.0,0,44,2,0,0,0,2,24118.67,12,28,2017
6990,6E0B9C1B-28AC-419C-91DF-8512D7DF57F2,1,275000.0,1,1,0,2,50,2,2,3,0.5,0,15,1,0,0,0,2,16438.01,12,11,2017
6991,D321B8EE-F1AD-4D07-8679-A1D6748017C4,1,225000.0,1,1,0,2,25,3,23,4,0.666666,0,15,2,0,0,0,2,16779.26,4,2,2018
6992,F111C18B-9DED-44B9-A6FD-E0FE378EAA6C,1,750000.0,1,2,0,2,30,3,21,2,4.25,2,0,2,1,1,0,2,51847.5,4,6,2018
6993,E896300E-CFE5-4AD5-A5BD-8A2C39358EBD,1,64500.0,1,1,0,1,22,4,24,3,3.333333,0,41,2,1,1,0,2,28124.64,1,30,2018
6994,D656F3DA-6D47-42C1-B684-E1820CE14B21,1,562500.0,1,3,0,2,24,3,21,3,3.166666,0,26,2,0,0,0,2,41918.77,2,6,2018
6995,F75A1D2C-E9DC-4D9A-8F05-B11873AAF4E2,1,537500.0,0,4,0,1,25,5,1,2,0.666666,0,36,2,0,0,0,2,50980.75,6,21,2018
6996,D853DDCC-B0D1-4147-A847-A83B99CE9991,1,560000.0,1,1,0,1,44,5,1,3,6.0,1,15,2,1,1,0,2,41357.92,3,20,2018
6997,F9821233-4148-453C-843D-9ECA71320CA7,1,300000.0,1,1,0,2,59,2,24,4,0.5,0,4,1,0,0,0,2,27730.77,10,26,2017
6998,4199A9B9-5E71-43E4-B74D-5E38EBC21B2F,1,1000000.0,1,4,0,1,36,5,28,4,3.5,1,15,2,1,0,1,2,40946.23,1,23,2018
6999,903DC586-B6E9-40DB-A545-9EBBDC51C055,1,650000.0,1,2,0,1,41,5,18,3,11.166666,1,44,1,1,1,0,2,43498.77,1,15,2018
7000,21D689EC-A910-46AF-A461-B975FF420979,1,72338.0,1,1,0,1,43,2,12,4,3.0,1,6,1,0,0,0,2,26499.19,12,15,2017
7001,E3A25FB5-85F1-4AD1-9ECA-6CB2845EA834,2,50000.0,0,1,0,2,26,3,18,1,1.5,1,32,2,3,0,0,2,35000.0,12,29,2018
7002,B8A751B5-02AA-48FD-B18A-ED2F2075EBFC,1,233750.0,1,1,0,2,30,2,18,3,1.0,2,41,2,1,1,0,2,44082.03,12,12,2017
7003,EDE066C4-ED3E-440D-897B-78B3A0FFC5D5,1,500000.0,1,4,0,2,28,3,29,4,7.666666,1,15,2,0,0,0,2,31528.64,10,20,2017
7004,252E1A6E-E404-48B8-B8AD-6137BE80AD5E,1,107500.0,1,1,0,2,57,2,12,4,6.0,0,1,1,0,0,0,2,34452.5,10,9,2017
7005,0F828FF7-176D-4123-A03B-5D8EB61CEE7F,1,161250.0,0,1,0,1,48,5,13,2,1.666666,0,7,1,1,1,0,2,27799.47,8,17,2018
7006,2D2511DB-FB3F-4793-B61A-C5FB9246EEE9,1,715700.76,1,4,0,2,25,3,1,3,1.5,0,13,2,0,0,0,2,38627.67,2,7,2018
7007,6BC4810E-8774-4F5D-BBB5-B3BCE936E440,1,220375.0,1,1,0,2,28,3,18,2,6.166666,0,44,2,3,0,0,2,41000.0,5,22,2018
7008,723DDE75-A863-47CE-BFF8-7EF31403F04A,1,716000.0,1,3,0,2,59,5,13,2,40.0,0,2,1,1,1,0,2,45562.84,6,13,2018
7009,2AC32258-602D-4DCC-B9E5-7A6CF1E1D78A,1,75250.0,1,1,0,2,47,3,16,3,1.5,1,12,2,0,0,0,2,19845.74,12,6,2017
7010,238FBB09-5010-4C5A-8AE8-83D1912A437E,1,342000.0,1,1,0,1,48,3,2,3,29.0,0,44,1,0,0,0,2,22470.69,4,20,2018
7011,EC333C4E-870D-43A4-9300-1EBB35A99257,1,230400.0,1,1,0,2,22,3,12,4,1.0,1,13,2,0,0,0,2,24646.0,7,6,2018
7012,E597EDAD-D310-4A54-9380-1B2ABA5C13D2,1,103500.0,1,1,0,2,41,5,24,4,5.0,0,39,2,0,0,0,2,31466.65,6,21,2018
7013,21D875F2-60F0-4153-ADBA-A50D7A86817B,1,189000.0,1,4,0,2,37,5,8,3,2.0,3,13,2,0,0,0,2,44854.0,6,8,2018
7014,E475AEE6-A75D-4F8C-9EC7-99C332AFDF65,1,500000.0,1,1,0,1,26,5,28,4,4.666666,0,35,2,1,0,1,2,48783.5,6,21,2018
7015,2065B2C0-9FD2-492B-BAD3-861E884D7AEF,1,184416.52,1,1,0,2,29,3,18,4,6.0,0,32,1,0,0,0,2,50700.4,1,16,2018
7016,43499B3F-41AB-4742-B59C-EA7C5A23C88A,1,400000.0,1,1,0,2,55,5,10,4,3.0,0,36,2,0,1,0,2,27898.0,12,8,2017
7017,05A98D9E-729C-45BD-9DD4-4F81DD1A1CB4,2,500000.0,0,4,0,1,34,5,0,4,1.0,2,15,2,1,1,0,2,37069.84,11,26,2018
7018,EAAB3C9C-614A-4A42-8FFA-67A44D5AF8B4,1,1000000.0,1,2,0,1,41,6,28,4,4.166666,1,15,2,1,0,1,2,210332.21,2,20,2018
7019,A97B7EA1-A5DD-4EF6-AA4D-3BB83F555038,1,112500.0,1,1,0,1,42,2,18,2,8.916666,0,7,1,0,0,0,2,12705.8,3,30,2018
7020,F597420D-96C0-4346-9ED3-3EA40B7FD1EB,1,183263.0,1,1,0,1,54,2,2,4,7.416666,0,15,2,1,1,0,2,3975.16,3,12,2018
7021,EB1D1419-3BD6-43CC-87C0-B138D8EA3C2F,1,274000.0,1,1,0,1,31,5,13,2,6.0,2,37,2,0,0,0,2,15521.19,10,26,2017
7022,3EDC9707-A00D-424C-B34C-6806DFF779A6,1,600000.0,1,1,0,2,49,3,18,3,0.5,1,44,1,0,0,0,2,45841.0,11,7,2017
7023,0A49B5E3-B023-41A7-88F3-38100033620A,1,510927.0,1,4,0,1,43,3,23,1,15.0,1,43,2,3,0,0,2,26100.0,10,30,2017
7024,CA1CF2A2-BB80-4841-808B-812B82C6F269,1,322500.0,1,1,0,2,44,3,18,4,5.5,2,7,2,0,0,0,2,37887.42,12,28,2017
7025,81E978FD-ACE4-45CB-ABAA-4F9E6983209D,1,457500.58,1,1,0,2,53,3,18,2,1.666666,1,27,2,0,0,0,2,44129.76,5,23,2018
7026,AD5382EF-5506-4F59-9155-5D49F58599C3,1,500000.0,1,1,0,2,51,3,12,4,28.0,0,30,2,0,0,0,2,23034.06,12,13,2017
7027,870A2F58-F454-4256-8FB0-30F38E4218E0,1,105000.0,1,4,0,1,31,5,1,4,2.666666,1,15,2,1,1,0,2,36738.81,2,5,2018
7028,E6756F76-A2B5-4E4A-BCCC-9C7AC866B4D0,1,700000.0,0,1,0,1,28,5,2,3,4.416666,0,15,2,0,0,0,2,72029.96,8,23,2018
7029,B58973F9-480A-4E9D-9829-86FC58C1E5F7,2,35000.0,0,1,0,1,54,2,18,3,3.0,0,13,1,0,0,0,2,11211.52,11,26,2018
7030,70D6F8C6-0076-4797-9048-C5C7B5DA29E7,1,1000000.0,1,2,0,2,31,5,1,3,0.333333,1,15,2,1,1,0,2,49729.0,2,12,2018
7031,E8E5AB23-C177-4981-A35D-4D4C28FED0AC,1,395888.0,1,1,0,2,30,4,8,4,11.083333,1,15,1,0,0,0,2,49056.85,10,25,2017
7032,2EB69DF9-938A-40D8-893E-A607930110D8,1,900000.0,1,1,0,1,45,5,23,2,8.0,0,40,2,3,0,0,2,49336.67,6,21,2018
7033,AAA6710C-BEC4-4A34-9AEB-7D34D6BDC83A,1,400000.0,1,3,0,2,43,5,4,2,0.666666,1,15,2,0,0,0,2,61321.01,7,3,2018
7034,AD54496C-FD38-4ACE-8690-649A8071B6BD,1,500500.0,1,2,0,1,58,5,13,1,18.0,0,20,2,1,1,0,2,38511.13,6,21,2018
7035,718E4227-F8C1-40E1-86DF-CC88047580AD,2,50000.0,0,2,0,2,28,5,0,4,9.0,2,26,2,0,0,0,2,44912.95,12,18,2018
7036,875A4BB1-64C8-4473-8E26-E71A79CC5D2A,1,450000.0,1,1,0,2,26,3,14,2,4.916666,1,14,2,0,0,0,2,33945.2,12,15,2017
7037,E656216A-0DA8-4822-9DF7-9507B3578F5D,1,303150.0,1,1,0,1,51,5,16,2,3.0,0,15,2,3,0,0,2,21750.0,7,2,2018
7038,945A07B6-2D27-4CB9-8221-990331C5D52F,1,450000.0,1,1,0,1,54,5,24,4,31.0,0,37,2,0,0,0,2,38972.67,4,16,2018
7039,88632205-9752-4ED8-99FA-EB7CEA4463AA,2,10000.0,1,1,0,1,48,3,23,3,1.833333,0,10,2,1,1,0,2,17752.9,12,11,2017
7040,DB39262E-894D-49C1-8DFD-B4F8CA01CCCD,1,456000.0,1,2,0,2,56,3,5,3,30.0,0,44,1,0,1,0,2,15891.98,5,18,2018
7041,71B03282-9A9C-4F04-BB4D-6FFB4EF97E39,1,157500.0,1,1,0,2,47,5,23,4,0.583333,0,15,2,0,0,0,2,19405.38,6,26,2018
